Title,Partner,Description,Rating_Reviews,Details,URL,Page
Databases for Data Scientists,University of Colorado Boulder,,1.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/databases-for-data-scientists,140
Deploy and Maintain Power BI Assets and Capstone project,Microsoft,,296 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/deploy-and-maintain-power-bi-assets-and-capstone-project,140
Qualitative Comparative Analysis (QCA),Erasmus University Rotterdam,,161 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/qualitative-comparative-analysis,140
Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,,2.7K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/astrobiology,140
Introduction to Healthcare Management,University of Michigan,,103 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-healthcare-management,141
Foundations for Assisting in Home Care,The State University of New York,,674 reviews,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/home-care,141
GenAI for Business Process Automation,SkillUp,,14 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/genai-for-business-process-automation,141
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,,5.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,141
International migrations: a global issue,Sciences Po,,560 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/international-migrations,141
Introduction to Physical Chemistry,University of Manchester,,747 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/physical-chemistry,141
Introduction to Microsoft Copilot,Microsoft,,126 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-microsoft-copilot,141
International Business Essentials,University of London,"Skills you'll gain: Financial Statements, Business Planning, Sampling (Statistics), Management Training And Development, Descriptive Statistics, Organizational Structure, Change Management, Data Presentation, Professional Networking, Business Mathematics, Verbal Communication Skills, Team Building, Team Management, Business Strategy, Professionalism, Resource Allocation, Competitive Analysis, Linear Algebra, Mathematical Modeling, International Finance",2K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/mba,141
Health Behavior Change: From Evidence to Action,Yale University,,487 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/health-behavior-change,141
Luxury Hospitality & Brand Innovation,Starweaver,,199 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/luxury-hospitality-and-brand-innovation,141
"Bitcoin And Cryptocurrency Investing, Trading, And Daily Use",Alex Genadinik,,,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cryptocurrency,141
AI agent fundamentals with Azure AI Foundry,Microsoft,,15 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-ai-agent-fundamentals,141
"Mastering Money: Risk, Wealth, and Our Economy",University of Illinois Urbana-Champaign,,3.3K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/mastering-money-risk-wealth-economy,142
Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,,532 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/nand2tetris2,142
Understanding Modern Physics I: Relativity and Cosmology,The Hong Kong University of Science and Technology,,172 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/understanding-modern-physics-1-relativity-and-cosmology,142
Building Energy Systems Engineering,University of Colorado Boulder,,,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/building-energy-systems-engineering,142
Mastering Software Development in R,Johns Hopkins University,,1.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/r,142
Data Privacy and Protection,SkillUp,,6 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-privacy-and-protection,142
Digital Technologies and the Future of Manufacturing,University of Michigan,,380 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing,142
"GRC Fundamentals - Learn Governance, Risk, and Compliance",Packt,,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-grc-fundamentals-learn-governance-risk-and-compliance-mzusy,142
Political Economy of Institutions and Development,Universiteit Leiden,,391 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/political-economy,142
3D Modeling for 3D Printing and Laser Cutting on Fusion 360,Packt,,18 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-3d-modeling-for-3d-printing-and-laser-cutting-on-fusion-360-n8yrm,142
Cybersecurity in modern organizations,Coursera,,1.1K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/cybersecurity-in-modern-organizations,142
Devenir entrepreneur du changement,HEC Paris,,631 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/entrepreneur-changement,142
Introduction to Breast Cancer,Yale University,,1.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/breast-cancer-causes-prevention,143
Creating Engaging Content for Instagram,Coursera,,34 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/creating-engaging-content-for-instagram,143
Social Media Marketing in Practice,Digital Marketing Institute,,627 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/social-media-marketing-practice,143
Planet Earth...and You!,University of Illinois Urbana-Champaign,,536 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/planet-earth,143
Storytelling avanzado: comunicación de alto impacto,UBITS,"Skills you'll gain: Presentations, Storytelling, Data Storytelling, Persuasive Communication, Public Speaking, Verbal Communication Skills, Drive Engagement, Motivational Skills, Communication, Target Audience, Leadership",21 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/storytelling-avanzado-comunicacion-de-alto-impacto,143
"The Great Sustainability Transition: Global challenges, Local actions",Universiteit Leiden,,52 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sustainability-global-challenges-and-local-actions,143
"Introduction to Trading, Machine Learning & GCP",Google Cloud,,897 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,143
Introduction to Merchandising,Coursera,,69 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-merchandising,143
IIBA® Entry Certificate in Business Analysis™ (ECBA™) Exam Prep,Starweaver,,127 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/entry-certificate-in-business-analysis-iiba-exam-prep,143
Quality Improvement in Healthcare,Imperial College London,,144 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/quality-improvement-healthcare,143
Machine Design Part I,Georgia Institute of Technology,,2.2K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/machine-design1,143
Building Cloud Computing Solutions at Scale,Duke University,,490 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/building-cloud-computing-solutions-at-scale,143
CompTIA Network+ Certification (N10-009): The Total Guide,Packt,,,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-comptia-network-certification-the-total-guide,144
Data Mining Foundations and Practice,University of Colorado Boulder,"Skills you'll gain: Data Mining, Anomaly Detection, Unsupervised Learning, Data Warehousing, Supervised Learning, Data Pipelines, Data Preprocessing, Classification Algorithms, Data Modeling, Decision Tree Learning, Data Management, Machine Learning Algorithms, Data Cleansing, Model Evaluation, Exploratory Data Analysis, Analysis, Machine Learning, Big Data, Analytical Skills, Data Analysis",175 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/data-mining-foundations-practice,144
Principles of Sustainable Finance,Erasmus University Rotterdam,,1.9K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/sustainable-finance,144
Foundations of Teaching for Learning: Curriculum,Commonwealth Education Trust,,523 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/teacher-curriculum,144
Agile Coaching Essentials,Scrum Alliance,,12 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/agile-coaching-essentials,144
Finding Your Professional Voice: Confidence & Impact,University of London,"Skills you'll gain: Oral Expression, Public Speaking, Verbal Communication Skills, Assertiveness, Self-Awareness, Communication, Personal Attributes, Composure, Interpersonal Communications, Executive Presence, Emotional Intelligence, Respiration",1.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/finding-your-professional-voice,144
Generative AI for Healthcare,Google Cloud,,69 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/generative-ai-for-healthcare,144
Business English for Non-Native Speakers,The Hong Kong University of Science and Technology,"Skills you'll gain: Business Writing, Sales Presentation, Business Correspondence, Interviewing Skills, Business Communication, Case Studies, Business Ethics, Data Visualization, Oral Expression, Presentations, Target Audience, Report Writing, Writing, English Language, Business Analysis, Analysis, Communication Strategies, Verbal Communication Skills, Intercultural Competence, Communication",2.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-english-speakers,144
Soft skills,Packt,"Skills you'll gain: Constructive Feedback, Assertiveness, Conflict Management, Productivity, Communication, Communication Strategies, Influencing, Verbal Communication Skills, Time Management, Goal Setting, Stress Management, Resilience, Empowerment, Interpersonal Communications, Prioritization, Active Listening, Mediation, Persuasive Communication, Professional Development, Business Communication",220 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-soft-skills,144
Business Sustainability in the Circular Economy,University of London,,289 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-sustainability-circular-economy,144
Project Management in Construction,L&T EduTech,,65 reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/project-management-in-construction,144
Oceanography: a key to better understand our world,Universitat de Barcelona,,287 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/oceanography,144
The Science of Training Young Athletes,University of Florida,,983 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/youth-sports,145
"Leadership 101:Communication,Conflict resolution&Negotiation",Creo Incubator,,,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/leadership-101-effective-communication-conflict-resolution-and-negotiation,145
Excel for Beginners: Pivot Tables,Coursera,,178 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/excel-for-beginners-pivot-tables,145
Microsoft Sales Toolkit with Generative AI,Microsoft,"Skills you'll gain: Prompt Engineering, AI Personalization, Customer Engagement, Customer Relationship Management (CRM) Software, Selling Techniques, Sales Strategy, Customer Relationship Management, Sales Process, Workflow Management, Sales Presentations, Verbal Communication Skills, Product Knowledge, Sales Enablement, Sales Prospecting, Email Automation, Sales, Customer Insights, Microsoft Copilot, Communication, Calendar Management",,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-sales-toolkit-with-generative-ai,145
Thrive: Personal and Professional Growth,Coursera,,202 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/thrive-personal-and-professional-growth,145
Master Photography & Affinity Photo Techniques,Skillshare,Skillshare,12 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/master-photography-affinity-photo-techniques,145
Copyright for Educators & Librarians,Duke University,,616 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/copyright-for-education,145
Teaching EFL/ESL Reading: A Task Based Approach,University of London,,661 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/esl-reading,145
Managing Social and Human Capital,University of Pennsylvania,,2.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-social-human-capital,145
An Introduction to Accessibility and Inclusive Design,University of Illinois Urbana-Champaign,,247 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/accessibility,145
American Contract Law II,Yale University,,264 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/contracts-2,145
Suporte em TI do Google,Google,,7.3K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/suporte-em-ti-do-google,145
Microsoft Planner - Essential Training for Managing Projects,Knowledge Accelerators,,7 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-planner-essential-training-for-managing-projects,146
PowerPoint Storytelling for Business- Design & Present,Packt,,,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-powerpoint-storytelling-for-business-design-and-present-zcxip,146
Paleontology: Ancient Marine Reptiles,University of Alberta,,1.3K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ancient-marine-reptiles,146
Fundamentals of Good Clinical Practice: Recruitment & Trial,Novartis,,210 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gcp-recruitment,146
Apply Technical Analysis & Market Models for Trading,EDUCBA,,,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/apply-technical-analysis-market-models-for-trading,146
AI for Learning & Development ,AI CERTs,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-for-learning-development,146
AI for Grant Writing,Kennesaw State University,,40 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-grant-writing,146
Employee Relations,HRCI,,330 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/employee-relations,146
Leadership & Management Training for Tech Managers,Packt,"Skills you'll gain: Delegation Skills, Meeting Facilitation, Process Optimization, Organizational Change, Technical Management, Virtual Teams, Conflict Management, Team Management, People Management, Leadership and Management, Leadership Development, Project Management, Performance Management, Time Management, Personal Development, Relationship Building, Human Resources Management and Planning, Teamwork, Communication, Organizational Leadership",,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-leadership-and-management-training-for-tech-managers,146
Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,,8.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,146
Learning How To Learn for Youth,Arizona State University,,3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/learning-how-to-learn-youth,146
Financial Reporting,University of Illinois Urbana-Champaign,,945 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/financial-reporting,146
Sales Operations/Management,West Virginia University,,441 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/sales-operations,147
De-Mystifying Mindfulness,Universiteit Leiden,,1.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mindfulness,147
Introduction to Data Science in Python,University of Michigan,,27K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-data-analysis,147
SQL Problem Solving,"University of California, Davis",,19 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-wrangling-analysis-abtesting,147
Improving Communication Skills,University of Pennsylvania,"Skills you'll gain: Active Listening, Communication, Communication Strategies, Persuasive Communication, Verbal Communication Skills, Interpersonal Communications, Business Communication, Strategic Communication, Trustworthiness, Rapport Building, Goal Setting, Relationship Building, Non-Verbal Communication, Cooperation, Negotiation, Competitive Analysis",2.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-communication-skills,147
Vibe Coding with Cursor AI,Scrimba,,153 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/vibe-coding-with-cursor-ai,147
AI-powered Customer Intelligence with Microsoft Copilot,Microsoft,,74 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-powered-customer-intelligence-with-microsoft-copilot,147
Global Politics,Università di Napoli Federico II,,60 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/global-politics,147
Getting started with generative AI in Azure,Microsoft,,,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-getting-started-with-generative-ai-in-azure,147
Build High-Performing Teams,Harvard Business Review,,6 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/build-high-performing-teams,147
Digital Transformation in Financial Services,Copenhagen Business School,,2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-transformation-financial-services,147
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,"Skills you'll gain: Relationship Building, Social Skills, Active Listening, Interpersonal Communications, Communication, Empathy, Self-Awareness, Emotional Intelligence, Needs Assessment, Assertiveness, Psychology, Cultural Diversity",1.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/human-needs,147
"Modern Robotics, Course 1: Foundations of Robot Motion",Northwestern University,,1K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/modernrobotics-course1,148
Digital Campaign Management & Optimization,Coursera,,,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-campaign-management-optimization,148
Niel Asher Education Advanced Personal Trainer,Niel Asher Education,,,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/advanced-personal-trainer,148
Critical Thinking: A Brain-Based Guide for the ChatGPT Era,Deep Teaching Solutions,"Skills you'll gain: Logical Reasoning, Mental Concentration, Behavioral Economics, Innovation, Social Sciences, Artificial Intelligence, Persuasive Communication, Self-Awareness, Verbal Communication Skills, Scientific Methods",183 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/critical-thinking,148
Marketing e vendas B2B: Fechando novos negócios,Universidade de São Paulo,,451 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/marketing-vendas-b2b,148
Foundations of Software Testing and Validation,University of Leeds,,445 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-of-software-testing-and-validation,148
Seeing Through Photographs,The Museum of Modern Art,,4.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/photography,148
Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements,University of Illinois Urbana-Champaign,,258 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-financial-reporting,148
AI for Management & Management support,AI Business School,,18 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ai-for-management,148
Formación docente basada en la práctica para desarrollar habilidades del siglo XXI,Pontificia Universidad Católica de Chile,,1.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/formacion-docente-habilidades-siglo-veintiuno,148
Finanzas Corporativas,Universidad Austral,,539 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/finanzas-corporativas,148
Evidence-based Toxicology,Johns Hopkins University,,122 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/evidence-based-toxicology,148
Creating Change through Social Entrepreneurship,Yale University,,177 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/creating-change-through-social-entrepreneurship,149
Population Health: Responsible Data Analysis,Universiteit Leiden,,45 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/responsible-data-analysis,149
Introduction to Generative AI - Italiano,Google Cloud,,19 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai---italiano,149
Search Advertising with Google,Aptly,,13 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/search-advertising-google,149
Leading Teams: Developing as a Leader,University of Illinois Urbana-Champaign,,6.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/leading-teams-developing-as-a-leader,149
Medical-Surgical Nursing: Cardiovascular & ECG Essentials,Lecturio,"Skills you'll gain: Electocardiography, Cardiac Dysrhythmia, Cardiac Surgery, Hemodynamics, Patient Education And Counseling, Cardiology, Medical Surgical Nursing, Patient Observation, Nursing Care, Clinical Practices, Medical Emergency, Perioperative Care, Diagnostic Tests, Clinical Experience, Nursing Process, Anatomy, Blood Pressure, Physiology, Basic Nursing Skills, Patient Evaluation",15 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/med-surg-nursing-cardiovascular-and-ecg-essentials,149
Population Health: Study Design,Universiteit Leiden,,21 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/population-health-study-design,149
Foundations of Business Analysis,SAP,,115 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-business-analysis,149
Wilderness First Aid,University of Colorado System,,114 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/wilderness-first-aid,149
AI-Powered Modern Marketing,Coursera,,,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-powered-modern-marketing,149
Cleanroom Fundamentals & Semiconductor Technologies,University at Buffalo,,,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ub-semiconductor-cleanroom-online-course,149
Agile Meets Design Thinking,University of Virginia,,3.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-getting-started-agile,149
Design and Conduct of Clinical Trials,Johns Hopkins University,,347 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/design-and-conduct-clinical-trials,150
Inspiring and Motivating Individuals,University of Michigan,"Skills you'll gain: Goal Setting, Team Motivation, Visionary, Smart Goals, Team Performance Management, Verbal Communication Skills, Employee Engagement, Constructive Feedback, Employee Performance Management, Communication, Drive Engagement, Leadership, Cultural Diversity, Leadership Development, People Development, Influencing, Non-Verbal Communication, Compensation Strategy, Industrial and Organizational Psychology",6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/motivate-people-teams,150
Product Management: Initial Product Strategy and Plan,SkillUp,,200 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/product-management-initial-product-strategy-and-plan,150
Autonomous Vehicle Engineering,Università di Napoli Federico II,,84 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/autonomous-vehicle-engineering,150
Integrate Generative AI Into Your Data Workflow,Google Cloud,,12 reviews,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/integrate-generative-ai-into-data-workflow,150
Introduction to Game Design,Epic Games,,500 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-game-design,150
Communicating with Presence,IESE Business School,"Skills you'll gain: Persuasive Communication, Corporate Communications, Crisis Management, Media Relations, Public Speaking, Strategic Communication, Media and Communications, Communication Strategies, Storytelling, Verbal Communication Skills, Influencing, Communication, Media Strategy, Digital Marketing, Press Releases, Leadership, Sales Presentations, Stakeholder Communications, Public Relations, Marketing Communications",157 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/communicating-with-presence,150
Natural Language Processing with Sequence Models,DeepLearning.AI,,1.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sequence-models-in-nlp,150
Managerial Economics and Business Analysis,University of Illinois Urbana-Champaign,,4.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/managerial-economics-business-analysis,150
Good with Words: Speaking and Presenting,University of Michigan,"Skills you'll gain: Tactfulness, Public Speaking, Storytelling, Verbal Communication Skills, Persuasive Communication, Non-Verbal Communication, Communication, Cognitive flexibility, Presentations, Ingenuity, Interpersonal Communications, Communication Strategies, Empathy, Social Skills, Composure, Professionalism, Active Listening, Optimism, Driving engagement, Creativity",363 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/good-with-words-speaking-and-presenting,150
Blockchain Revolution,INSEAD,,3.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/blockchain-revolution-enterprise,150
Becoming a Sports Agent,Case Western Reserve University,,155 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sports-agent,150
Digital Governance,Erasmus University Rotterdam,,168 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/digitalgovernance,151
Sports and Society,Duke University,,1.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/sports-society,151
Translational Science,University of Michigan,,43 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/translational-science,151
Network Fundamentals,Cisco Learning and Certifications,,15 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/network-fundamentals,151
GenAI for Learning and Development,Coursera,,7 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/genai-for-learning-and-development-,151
Future Ready Company,London Business School,,228 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/future-ready-company,151
Positive Psychology: Resilience Skills,University of Pennsylvania,,2.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/positive-psychology-resilience,151
AI for Medical Prognosis,DeepLearning.AI,,799 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-medical-prognosis,151
Become a Journalist: Report the News!,Michigan State University,"Skills you'll gain: Interviewing Skills, Journalism, Media and Communications, Multimedia, Driving engagement, Electronic Media, Report Writing, Investigation, Research, Storytelling, Peer Review, Content Creation, Ethical Standards And Conduct, International Relations, Data Collection, Oral Expression, Rapport Building, Photo/Video Production and Technology, Decision Making, Writing",1.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/become-a-journalist,151
Decision-Making and Scenarios,University of Pennsylvania,,1.7K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-decision-making-scenarios,151
Creative Thinking Tools for Success and Leadership,Imperial College London,,901 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/creative-thinking-tools-for-success-and-leadership-specialization-imperial,151
English Communication for Tech Professionals,Arizona State University,"Skills you'll gain: Business Writing, Oral Expression, Presentations, Grammar, Rapport Building, Business Communication, Technical Communication, Verbal Communication Skills, Writing, Vocabulary, Business Correspondence, Interpersonal Communications, Communication, Interviewing Skills, English Language, LinkedIn, Constructive Feedback, Professional Networking",77 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/english-communication-for-tech-professionals,151
Consonants of American English Pronunciation,"University of California, Irvine",,961 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/american-english-pronunciation-consonant-sounds,152
Financial Data Analysis with Excel,Coursera,,,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/financial-data-analysis-with-excel,152
Density Functional Theory,École Polytechnique,,251 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/density-functional-theory,152
Researcher Management and Leadership Training,University of Colorado System,,409 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/researcher-management-leadership-training,152
Microsoft Project 2019–2024/365: Part 1,Logical Operations,,,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-project-2019-2024-365-lo091098,152
Renewable Energy and Green Building Entrepreneurship,Duke University,,2.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/renewable-energy-entrepreneurship,152
Meta Social Media Marketing Capstone,Meta,,717 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/facebook-social-media-marketing-capstone,152
GenAI for Executives & Business Leaders: An Introduction,IBM,,528 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-executives-business-leaders-introduction,152
Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,,518 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/health-effects-cannabis-thc-cbd,152
